569,Межгорье,Башкортостан,Россия
570,Междуреченск,Кемеровская область,Россия
571,Мезень,Архангельская область,Россия
572,Меленки,Владимирская область,Россия
573,Мелеуз,Башкортостан,Россия
574,Менделеевск,Татарстан,Россия
575,Мензелинск,Татарстан,Россия
576,Мещовск,Калужская область,Россия
577,Миасс,Челябинская область,Россия
578,Микунь,Коми,Россия
579,Миллерово,Ростовская область,Россия
580,Минеральные Воды,Ставропольский край,Россия
581,Минусинск,Красноярский край,Россия
582,Миньяр,Челябинская область,Россия
583,Мирный,Архангельская область,Россия
584,Мирный,Якутия,Россия
585,Михайлов,Рязанская область,Россия
586,Михайловка,Волгоградская область,Россия
587,Михайловск,Свердловская область,Россия
588,Михайловск,Ставропольский край,Россия
589,Мичуринск,Тамбовская область,Россия
590,Могоча,Читинская область,Россия
591,Можайск,Московская область,Россия
592,Можга,Удмуртия,Россия
593,Моздок,Северная Осетия,Россия
594,Мончегорск,Мурманская область,Россия
595,Морозовск,Ростовская область,Россия
596,Моршанск,Тамбовская область,Россия
597,Мосальск,Калужская область,Россия
598,Москва,Московская область,Россия
599,Московский,Московская область,Россия
600,Муравленко,Ямало-Ненецкий автономный округ,Россия
601,Мураши,Кировская область,Россия
602,Мурманск,Мурманская область,Россия
603,Муром,Владимирская область,Россия
604,Мценск,Орловская область,Россия
605,Мыски,Кемеровская область,Россия
606,Мытищи,Московская область,Россия
607,Мышкин,Ярославская область,Россия
608,Набережные Челны,Татарстан,Россия
609,Навашино,Нижегородская область,Россия
610,Наволоки,Ивановская область,Россия
611,Надым,Ямало-Ненецкий автономный округ,Россия
612,Назарово,Красноярский край,Россия
613,Назрань,Ингушетия,Россия
614,Называевск,Омская область,Россия
615,Нальчик,Кабардино-Балкария,Россия
616,Нариманов,Астраханская область,Россия
617,Наро-Фоминск,Московская область,Россия
618,Нарткала,Кабардино-Балкария,Россия
619,Нарьян-Мар,Ненецкий автономный округ,Россия
620,Находка,Приморский край,Россия
621,Невель,Псковская область,Россия
622,Невельск,Сахалинская область,Россия
623,Невинномысск,Ставропольский край,Россия
624,Невьянск,Свердловская область,Россия
625,Нелидово,Тверская область,Россия
626,Неман,Калининградская область,Россия
627,Нерехта,Костромская область,Россия
628,Нерчинск,Читинская область,Россия
629,Нерюнгри,Якутия,Россия
630,Нестеров,Калининградская область,Россия
631,Нефтегорск,Самарская область,Россия
632,Нефтекамск,Башкортостан,Россия
633,Нефтекумск,Ставропольский край,Россия
634,Нефтеюганск,Ханты-Мансийский автономный округ - Югра,Россия
635,Нея,Костромская область,Россия
636,Нижневартовск,Ханты-Мансийский автономный округ - Югра,Россия
637,Нижнекамск,Татарстан,Россия
638,Нижнеудинск,Иркутская область,Россия
639,Нижние Серги,Свердловская область,Россия
640,Нижний Ломов,Пензенская область,Россия
641,Нижний Новгород,Нижегородская область,Россия
642,Нижний Тагил,Свердловская область,Россия
643,Нижняя Салда,Свердловская область,Россия
644,Нижняя Тура,Свердловская область,Россия
645,Николаевск,Волгоградская область,Россия
646,Николаевск-на-Амуре,Хабаровский край,Россия
647,Никольск,Вологодская область,Россия
648,Никольск,Пензенская область,Россия
649,Никольское,Ленинградская область,Россия
650,Новая Ладога,Ленинградская область,Россия
651,Новая Ляля,Свердловская область,Россия
652,Новоалександровск,Ставропольский край,Россия
653,Новоалтайск,Алтайский край,Россия
654,Новоаннинский,Волгоградская область,Россия
655,Нововоронеж,Воронежская область,Россия
656,Новодвинск,Архангельская область,Россия
657,Новозыбков,Брянская область,Россия
658,Новокубанск,Краснодарский край,Россия
659,Новокузнецк,Кемеровская область,Россия
660,Новокуйбышевск,Самарская область,Россия
661,Новомичуринск,Рязанская область,Россия
662,Новомосковск,Тульская область,Россия
663,Новопавловск,Ставропольский край,Россия
664,Новоржев,Псковская область,Россия
665,Новороссийск,Краснодарский край,Россия
666,Новосибирск,Новосибирская область,Россия
667,Новосиль,Орловская область,Россия
668,Новосокольники,Псковская область,Россия
669,Новотроицк,Оренбургская область,Россия
670,Новоузенск,Саратовская область,Россия
671,Новоульяновск,Ульяновская область,Россия
672,Новоуральск,Свердловская область,Россия
673,Новохопёрск,Воронежская область,Россия
674,Новочебоксарск,Чувашия,Россия
675,Новочеркасск,Ростовская область,Россия
676,Новошахтинск,Ростовская область,Россия
677,Новый Оскол,Белгородская область,Россия
678,Новый Уренгой,Ямало-Ненецкий автономный округ,Россия
679,Ногинск,Московская область,Россия
680,Нолинск,Кировская область,Россия
681,Норильск,Красноярский край,Россия
682,Ноябрьск,Ямало-Ненецкий автономный округ,Россия
683,Нурлат,Татарстан,Россия
684,Нытва,Пермский край,Россия
685,Нюрба,Якутия,Россия
686,Нягань,Ханты-Мансийский автономный округ - Югра,Россия
687,Нязепетровск,Челябинская область,Россия
688,Няндома,Архангельская область,Россия
689,Облучье,Еврейская автономная область,Россия
690,Обнинск,Калужская область,Россия
691,Обоянь,Курская область,Россия
692,Обь,Новосибирская область,Россия
693,Одинцово,Московская область,Россия
694,Ожерелье,Московская область,Россия
695,Озёрск,Калининградская область,Россия
696,Озёрск,Челябинская область,Россия
697,Озёры,Московская область,Россия
698,Октябрьск,Самарская область,Россия
699,Октябрьский,Башкортостан,Россия
700,Окуловка,Новгородская область,Россия
701,Олёкминск,Якутия,Россия
702,Оленегорск,Мурманская область,Россия
703,Олонец,Карелия,Россия
704,Омск,Омская область,Россия
705,Омутнинск,Кировская область,Россия
706,Онега,Архангельская область,Россия
707,Опочка,Псковская область,Россия
708,Орёл,Орловская область,Россия
709,Оренбург,Оренбургская область,Россия
710,Орехово-Зуево,Московская область,Россия
711,Орлов,Кировская область,Россия
712,Орск,Оренбургская область,Россия
713,Оса,Пермский край,Россия
714,Осинники,Кемеровская область,Россия
715,Осташков,Тверская область,Россия
716,Остров,Псковская область,Россия
717,Островной,Мурманская область,Россия
718,Острогожск,Воронежская область,Россия
719,Отрадное,Ленинградская область,Россия
720,Отрадный,Самарская область,Россия
721,Оха,Сахалинская область,Россия
722,Оханск,Пермский край,Россия
723,Очёр,Пермский край,Россия
724,Павлово,Нижегородская область,Россия
725,Павловск,Воронежская область,Россия
726,Павловск,Санкт-Петербург,Россия
727,Павловский Посад,Московская область,Россия
728,Палласовка,Волгоградская область,Россия
729,Партизанск,Приморский край,Россия
730,Певек,Чукотский автономный округ,Россия
731,Пенза,Пензенская область,Россия
732,Первомайск,Нижегородская область,Россия
